elo region winPercent totalGames winStreak
986 "Asia" 50 18 -1
986 "Europe" 48.89 45 -2
986 "Europe" 45.45 11 2
986 "South America" 43.96 91 -1
986 "Europe" 45.16 31 -3
986 "South America" 50 10 -1
986 "Asia" 49.06 106 -2
986 "Europe" 45 20 -4
986 "North America" 48.24 85 -4
986 "North America" 46.67 15 1
986 "Asia" 50 36 2
986 "Europe" 50 14 1
986 "Asia" 48.72 78 -2
986 "South America" 46.67 15 -2
986 "North America" 50 12 -1
986 "Europe" 50.48 105 2
986 "Europe" 50 14 -1
986 "North America" 42.31 52 -1
986 "Asia" 49.5 101 -1
986 "North America" 48 25 -1
986 "Europe" 44.83 29 1
986 "Europe" 53.85 39 -1
986 "Europe" 50 10 -1
986 "Europe" 46 50 -2
986 "Oceania" 43.75 16 -2
986 "Europe" 53.57 28 1
986 "Europe" 45.1 51 -1
986 "Europe" 49.41 85 1
985 "Europe" 47.06 17 -2
985 "Europe" 49.44 89 -1
985 "Europe" 47.62 21 -2
985 "Asia" 51.43 35 4
985 "South America" 45.45 22 -2
985 "Oceania" 54.17 72 -1
985 "North America" 51.52 33 1
985 "Asia" 42.86 28 -2
985 "North America" 51.61 62 -2
985 "South America" 52.38 21 3
985 "South America" 50.72 69 1
985 "Europe" 50 20 -1
985 "Europe" 50 10 3
985 "North America" 47.37 38 -3
985 "North America" 45.45 11 -3
985 "North America" 50 14 1
985 "Europe" 44.83 58 1
985 "North America" 45 20 -1
985 "North America" 48.57 35 -1
985 "Asia" 50 16 -1
985 "Europe" 45.45 11 -3
985 "Europe" 47.62 42 2
985 "Europe" 50.48 105 -3
985 "Europe" 50 12 -1
985 "Europe" 46.67 15 -1
985 "Europe" 47.62 21 2
985 "Europe" 50.31 159 -1
985 "Europe" 52.63 19 1
985 "Europe" 42.86 28 -6
985 "Europe" 43.75 32 -1
985 "Asia" 51.67 60 2
985 "Oceania" 41.18 17 -4
985 "Europe" 53.85 39 -2
985 "Europe" 47.76 67 4
985 "North America" 50 16 -1
985 "North America" 48.65 37 6
985 "South America" 47.83 23 -3
985 "North America" 48.78 41 6
985 "North America" 50 30 -1
985 "North America" 45.45 22 -2
985 "Europe" 47.62 63 1
985 "North America" 51.06 94 2
985 "North America" 41.18 17 -6
985 "North America" 46.67 15 -1
985 "North America" 45.45 11 -1
985 "Oceania" 53.85 26 4
985 "North America" 50 22 -3
985 "Asia" 50 84 2
985 "Europe" 50 16 3
985 "Europe" 52.63 19 2
985 "Europe" 51.85 27 1
985 "Europe" 50 108 -2
985 "Oceania" 50 12 3
985 "Asia" 46.15 13 1
985 "Europe" 45.45 11 -2
985 "Europe" 49.55 111 -3
985 "Europe" 50 24 -2
985 "North America" 45.45 11 -1
985 "Asia" 46.15 13 -3
985 "Europe" 50 28 -1
985 "North America" 51.9 79 2
985 "North America" 50 30 1
985 "Europe" 50 10 3
985 "Asia" 50 10 -1
985 "Asia" 44.44 27 2
985 "Europe" 51.85 54 6
985 "North America" 43.9 41 -1
985 "Europe" 47.62 21 -2
985 "North America" 50 10 1
985 "Europe" 50 18 -1
985 "Europe" 46.67 15 -2
985 "North America" 50 12 -1
985 "North America" 52.17 23 2
985 "Europe" 48.28 29 1
985 "North America" 46.15 13 -3
985 "Europe" 50 16 -1
985 "North America" 51.28 39 1
985 "Europe" 50 14 1
985 "Europe" 46.67 15 -3
985 "Europe" 50 10 2
985 "North America" 52.63 19 3
985 "Europe" 45.45 11 -3
985 "Europe" 51.28 39 -1
985 "Europe" 54.24 59 1
985 "Europe" 45.24 42 1
985 "North America" 47.62 21 -1
985 "Asia" 47.83 23 2
985 "North America" 46.67 15 1
985 "South America" 49.37 158 -4
985 "North America" 43.9 41 1
985 "North America" 47.06 34 -1
985 "Europe" 53.19 47 1
985 "Europe" 48.08 52 -1
985 "Asia" 48.94 47 -2
985 "Europe" 45.45 11 -1
985 "Europe" 51.37 146 6
985 "Europe" 43.33 30 -2
985 "Europe" 50 14 2
985 "Europe" 50 12 -1
985 "Oceania" 50.85 118 -2
985 "Europe" 50 16 1
985 "Europe" 52.27 44 1
985 "Europe" 50 10 -1
985 "Asia" 53.33 15 4
985 "Asia" 50 34 1
985 "Europe" 50.55 91 2
985 "North America" 48.84 43 1
985 "Europe" 50 42 -3
985 "Oceania" 48.1 79 2
985 "Asia" 50 18 -1
985 "North America" 44.23 52 -2
985 "Europe" 48.57 105 -1
985 "Europe" 42.86 14 -6
985 "North America" 47.37 19 1
985 "Europe" 47.37 19 -3
985 "Europe" 50 14 2
985 "Asia" 45.45 11 -3
985 "Europe" 45.45 11 -3
985 "Europe" 43.75 16 -2
985 "South America" 53.06 49 4
985 "Europe" 53.03 66 1
985 "Europe" 53.12 32 -1
985 "Europe" 50 48 -1
985 "Europe" 50 10 3
985 "Oceania" 50 12 2
985 "Europe" 44 25 -2
985 "Europe" 52.78 72 -1
985 "Europe" 45.45 22 1
985 "Asia" 52.17 23 3
985 "Europe" 51.61 31 2
985 "Asia" 48.89 45 -1
985 "North America" 50 12 2
985 "North America" 45.83 24 -4
985 "South America" 45.65 46 -1
985 "Europe" 45.45 11 -2
985 "Europe" 50 18 -1
985 "Europe" 46.77 62 -3
984 "Europe" 45.45 11 -2
984 "Europe" 46.15 26 -1
984 "Asia" 47.14 70 -4
984 "Asia" 50 16 -2
984 "South America" 43.75 16 -6
984 "North America" 42.19 64 -2
984 "Europe" 50 24 -2
984 "Europe" 50 100 6
984 "Europe" 46.15 13 -2
984 "Europe" 48.65 74 -2
984 "North America" 44.74 38 -2
984 "Oceania" 45.45 11 -1
984 "Europe" 50 10 1
984 "Europe" 50.88 57 3
984 "North America" 51.76 85 6
984 "Oceania" 50 32 -1
984 "Europe" 46.67 15 -1
984 "Africa" 47.62 21 2
984 "Europe" 45.45 11 -2
984 "Asia" 52.17 23 3
984 "North America" 45.16 31 -5
984 "Europe" 50 12 1
984 "Europe" 48.65 37 -1
984 "Europe" 51.72 58 -3
984 "Europe" 47.96 98 1
984 "Europe" 50 38 -1
984 "Asia" 45.95 37 1
984 "Europe" 51.16 86 -1
984 "Europe" 50 58 -2
984 "North America" 48.39 93 -1
984 "Asia" 50 18 1
984 "Europe" 44 25 1
984 "North America" 45.83 24 -2
984 "Europe" 50 46 1
984 "Asia" 52 25 6
984 "Oceania" 46.43 28 1
984 "North America" 45.45 22 -5
984 "Oceania" 43.18 44 1
984 "North America" 45.21 73 1
984 "Asia" 50 32 5
984 "North America" 46.15 13 -1
984 "Asia" 47.62 63 1
984 "North America" 47.5 40 -2
984 "North America" 50 144 1
984 "North America" 52.38 21 5
984 "North America" 47.22 36 3
984 "North America" 51.16 43 2
984 "Oceania" 43.48 46 2
984 "North America" 52.63 38 1
984 "Europe" 50.46 109 -2
984 "Europe" 50 12 2
984 "North America" 46.15 13 -1
984 "Europe" 47.37 19 -1
984 "North America" 50 24 -4
984 "North America" 48.94 47 1
984 "North America" 48 25 2
984 "Europe" 50 10 3
984 "Asia" 45 20 -3
984 "North America" 44.59 74 -1
984 "Europe" 48.21 56 -2
984 "Europe" 48.57 35 -1
984 "Asia" 38.46 13 -2
984 "Asia" 43.75 16 -2
984 "Europe" 43.86 57 1
984 "Asia" 50 24 1
984 "Europe" 42.86 14 -4
984 "North America" 47.27 55 1
984 "Europe" 46.15 39 -1
984 "Asia" 53.33 30 -1
984 "North America" 44.44 18 -2
984 "North America" 45.45 22 -3
984 "Europe" 50 18 -1
984 "Europe" 50 28 1
984 "Europe" 49.21 63 2
984 "Asia" 42.86 14 1
984 "North America" 48.48 33 2
984 "Europe" 46.15 13 -4
984 "Asia" 53.47 101 -2
984 "Europe" 48.72 39 2
984 "Europe" 48 50 -2
984 "Europe" 47.22 36 3
984 "North America" 50 78 -1
984 "Europe" 50 28 3
984 "Europe" 50 24 -2
984 "Asia" 50 18 1
984 "Europe" 51.69 89 -1
984 "Europe" 50 36 2
984 "Asia" 51.06 47 3
984 "Europe" 46.97 66 1
984 "Europe" 50 10 -1
984 "Europe" 45.45 11 -2
984 "Europe" 53.25 77 -1
984 "Europe" 48 50 1
984 "North America" 49.25 67 -1
984 "Asia" 50 12 1
984 "Asia" 48.68 76 -1
984 "Asia" 47.83 23 -3
984 "North America" 47.06 17 -3
984 "North America" 50 66 -1
984 "North America" 45.45 11 -4
984 "Europe" 50 14 3
984 "Europe" 46.15 13 -2
984 "Asia" 51.28 39 2
984 "Europe" 52.86 70 -1
984 "Europe" 45.45 11 -3
984 "Asia" 48.72 117 -4
984 "Europe" 47.06 17 -2
984 "South America" 49.21 63 1
984 "North America" 44.44 36 -2
984 "Europe" 50 12 1
984 "Asia" 50 10 1
984 "North America" 43.75 16 -4
984 "North America" 53.73 67 5
984 "Africa" 46.67 15 -1
984 "Asia" 45.45 11 -3
984 "Asia" 49.02 51 1
984 "Asia" 52.24 67 1
984 "Europe" 45.45 11 -3
984 "Europe" 47.37 19 1
984 "Europe" 46.34 41 4
984 "Europe" 52.94 17 1
984 "Europe" 45.45 11 1
984 "Asia" 50 100 2
984 "Asia" 41.18 17 -1
984 "North America" 43.21 81 -2
984 "Europe" 47.06 17 -3
984 "Europe" 50 10 -1
984 "North America" 46.67 15 1
984 "Europe" 54.29 35 2
984 "Asia" 54.22 83 1
984 "North America" 45.45 22 -1
984 "Asia" 48.8 125 -2
984 "North America" 50 10 1
984 "South America" 45.16 31 1
984 "North America" 47.06 34 -1
984 "North America" 52.27 88 1
984 "Europe" 51.46 103 -1
984 "Europe" 50 94 -1
984 "Europe" 50 10 3
983 "Asia" 48.98 49 -2
983 "Europe" 52.63 19 5
983 "Oceania" 51.49 101 -1
983 "Europe" 45.45 11 -1
983 "Europe" 43.75 16 -3
983 "Europe" 47.06 17 1
983 "North America" 44.44 27 2
983 "North America" 48.15 108 -2
983 "North America" 48.15 108 -2
983 "North America" 43.75 16 -2
983 "Europe" 50.47 107 1
983 "North America" 49.28 278 -1
983 "Europe" 54.55 22 -2
983 "South America" 45.71 35 -2
983 "North America" 47.5 40 -1
983 "Europe" 51.16 43 1
983 "Asia" 52.04 98 2
983 "Europe" 50 16 -2
983 "North America" 45 20 1
983 "North America" 51.61 31 -1
983 "North America" 50.5 101 1
983 "North America" 47.06 17 -2
983 "North America" 40 40 1
983 "North America" 41.94 31 -1
983 "North America" 58.82 34 1
983 "South America" 46.67 60 1
983 "Europe" 50 14 -1
983 "North America" 50 14 -1
983 "North America" 44.44 18 -2
983 "Europe" 51.52 33 1
983 "North America" 48.57 35 -1
983 "Europe" 46.67 15 -1
983 "Europe" 50 16 2
983 "Europe" 51.22 82 2
983 "Europe" 50.91 55 -1
983 "North America" 51.24 201 -5
983 "North America" 46.15 13 -2
983 "Europe" 48.65 37 -1
983 "Asia" 50.39 129 1
983 "Oceania" 47.37 19 -1
983 "Europe" 50 14 -1
983 "Africa" 43.33 30 -4
983 "Oceania" 48.1 79 -1
983 "North America" 50 10 3
983 "North America" 55.56 36 1
983 "North America" 47.52 101 2
983 "Asia" 42.86 14 -3
983 "Africa" 46.67 30 -1
983 "Asia" 50 20 2
983 "Europe" 50 26 3
983 "South America" 45.45 11 1
983 "Asia" 44 25 -1
983 "Europe" 44.44 18 -4
983 "Europe" 42.11 19 -4
983 "North America" 47.5 40 2
983 "North America" 50.51 99 -3
983 "Europe" 48.57 35 -1
983 "Europe" 50.94 53 -1
983 "Europe" 48.08 52 -2
983 "Europe" 45.45 11 -1
983 "Europe" 54.17 24 4
983 "Europe" 50.68 73 -1
983 "Europe" 45.45 11 2
983 "Europe" 45.45 11 -1
983 "Europe" 53.85 13 4
983 "Europe" 47.22 36 -3
983 "Europe" 46.15 13 1
983 "Europe" 50 10 2
983 "North America" 50 16 2
983 "Europe" 48.65 37 3
983 "Asia" 45.45 22 1
983 "Europe" 49.3 71 4
983 "Europe" 45.28 53 1
983 "Europe" 48.78 41 -2
983 "North America" 45.45 22 -4
983 "Europe" 47.62 21 2
983 "Europe" 46.15 13 -3
983 "Oceania" 40 15 -3
983 "Europe" 50 18 1
983 "Europe" 48.94 94 -1
983 "North America" 50.79 63 -2
983 "North America" 44.44 36 1
983 "Europe" 46.67 15 -2
983 "South America" 47.83 46 4
983 "Europe" 45.76 59 2
983 "North America" 45.45 33 -2
983 "North America" 50.6 83 -1
983 "Europe" 52.17 69 -1
983 "Europe" 51.79 56 2
983 "North America" 51.35 37 1
983 "Asia" 53.33 30 4
983 "North America" 44.44 45 -1
983 "Europe" 41.18 17 1
983 "Europe" 46.15 39 2
983 "Europe" 48 25 -2
983 "North America" 47.06 17 -3
983 "North America" 51.72 58 -2
983 "Europe" 45 20 -2
983 "North America" 50 16 4
983 "Europe" 47.37 19 -2
983 "Asia" 48.39 62 4
983 "Asia" 46.15 13 -4
983 "Asia" 46.81 47 -1
983 "Oceania" 47.37 19 -3
983 "Europe" 46.67 15 -3
983 "North America" 47.06 17 -1
983 "Asia" 41.38 29 1
983 "Europe" 47.06 17 1
983 "Asia" 50 10 2
983 "Europe" 52.17 69 -1
983 "South America" 49.43 87 1
983 "Europe" 54.43 79 1
983 "Europe" 45.45 11 -2
983 "Europe" 48 25 -1
983 "Asia" 50 12 -1
983 "Europe" 50 18 -1
983 "North America" 50 16 2
983 "Asia" 46.15 13 -3
983 "Europe" 45 20 -4
983 "Europe" 50 38 3
983 "Europe" 51.85 27 1
983 "Europe" 47.06 17 -1
983 "Europe" 52.58 97 -1
983 "Europe" 53.33 30 2
983 "Europe" 48.98 49 -1
983 "North America" 55 20 3
983 "Europe" 49.06 53 -1
983 "Asia" 47.22 36 3
983 "Europe" 50 34 1
983 "Europe" 46.67 30 1
983 "Europe" 47.06 34 -2
983 "Europe" 48.15 27 -1
983 "Europe" 43.75 16 -2
983 "Europe" 46.67 30 2
983 "Europe" 45.45 11 -3
983 "Europe" 46.81 47 -1
983 "North America" 42.86 14 3
983 "Europe" 46.15 13 1
982 "Europe" 46.15 13 1
982 "North America" 44 50 1
982 "North America" 51.22 41 -1
982 "Asia" 45.45 11 1
982 "Europe" 48.39 31 -1
982 "Asia" 46.15 13 -1
982 "Europe" 45.45 11 -4
982 "Oceania" 46.67 15 -1
982 "North America" 52.38 21 2
982 "North America" 47.37 19 -1
982 "North America" 47.5 40 -2
982 "North America" 50 16 -1
982 "Asia" 46.67 15 -2
982 "North America" 44.44 18 -3
982 "Europe" 46.15 13 -2
982 "North America" 49.33 75 1
982 "Europe" 46.67 15 -1
982 "Europe" 45.45 33 -1
982 "Europe" 52.38 42 -1
982 "North America" 44 25 3
982 "Europe" 44.44 18 -3
982 "Europe" 49.41 85 1
982 "Africa" 44.44 36 -7
982 "Europe" 50 40 -2
982 "North America" 48.89 45 4
982 "Oceania" 42.11 19 -6
982 "Asia" 46.67 15 -2
982 "Europe" 50 24 2
982 "Oceania" 50 10 -1
982 "Oceania" 46.88 96 1
982 "Asia" 50 14 2
982 "Europe" 50 18 3
982 "North America" 46.15 13 -3
982 "Asia" 42.86 14 -2
982 "North America" 45.45 11 -2
982 "South America" 38.46 13 2
982 "North America" 51.65 91 -2
982 "Europe" 49.12 57 -2
982 "Europe" 50 46 -3
982 "North America" 53.25 77 -1
982 "North America" 47.62 21 -1
982 "Europe" 52.27 44 1
982 "Europe" 50 40 -1
982 "Europe" 46.94 49 -5
982 "Europe" 48.65 37 3
982 "Europe" 48.39 31 -2
982 "North America" 48.39 31 -3
982 "Europe" 45.45 33 1
982 "North America" 50 20 3
982 "Asia" 45.45 11 -3
982 "North America" 44.44 18 -2
982 "North America" 53.85 13 5
982 "Asia" 45.45 11 1
982 "Europe" 47.06 17 -3
982 "Asia" 46.15 13 2
982 "Europe" 46.15 13 -3
982 "Asia" 50 32 1
982 "Asia" 46.94 49 6
982 "Europe" 47.83 23 2
982 "Asia" 50 20 3
982 "Asia" 50 84 3
982 "Europe" 51.28 39 1
982 "Europe" 45.45 11 -4
982 "Europe" 52 25 2
982 "Europe" 42.86 21 -5
982 "Europe" 43.14 51 -1
982 "Europe" 43.75 16 1
982 "Europe" 45.45 11 -3
982 "Europe" 43.75 16 -5
982 "North America" 51.43 35 -3
982 "North America" 36.96 46 1
982 "North America" 44 25 -2
982 "Europe" 49.32 146 -1
982 "Europe" 50 10 3
982 "Europe" 47.06 17 -1
982 "Europe" 50 196 1
982 "Europe" 44.83 29 -2
982 "Asia" 47.62 21 1
982 "Europe" 50 12 3
982 "South America" 47.06 17 -4
982 "North America" 46.15 13 2
982 "Europe" 47.5 40 2
982 "Europe" 46.51 43 -5
982 "Europe" 48 25 -3
982 "Europe" 48.68 76 -1
982 "North America" 51.85 54 2
982 "Europe" 48.24 85 1
982 "Europe" 47.62 21 1
982 "Europe" 52.27 44 -4
982 "Oceania" 50 14 1
982 "Europe" 45.45 11 -3
982 "Asia" 46.67 15 -2
982 "Asia" 43.75 16 -2
982 "Asia" 45.45 11 -2
982 "Europe" 50 14 1
982 "Europe" 47.14 70 1
982 "Asia" 46.15 13 -1
982 "North America" 52.11 71 -1
982 "Asia" 47.57 103 -1
982 "North America" 46.15 13 -1
982 "North America" 46.15 13 -1
982 "North America" 48 50 -1
982 "Asia" 48.33 60 2
982 "Europe" 50.98 102 -1
982 "Europe" 47.44 78 -3
982 "Europe" 50 40 -2
982 "North America" 50 36 -1
982 "Oceania" 44.44 18 1
982 "North America" 50 14 2
982 "North America" 49.64 137 4
982 "Europe" 46.67 15 -3
982 "Europe" 51.22 41 3
982 "Europe" 51.79 56 1
982 "Europe" 47.62 21 2
982 "North America" 50 12 -1
982 "Asia" 44.44 36 -4
982 "Europe" 50 10 3
982 "Asia" 47.06 17 1
982 "Asia" 43.75 16 -2
981 "Asia" 57.69 26 8
981 "Europe" 52.38 21 3
981 "Europe" 52.94 17 4
981 "Asia" 39.39 33 -3
981 "North America" 47.37 57 1
981 "Europe" 47.06 17 -1
981 "Europe" 44.44 18 -3
981 "Europe" 46.67 15 -1
981 "Europe" 50 14 4
981 "Europe" 50 10 2
981 "North America" 46.67 45 4
981 "Europe" 50.25 203 -4
981 "Europe" 46.15 13 1
981 "Europe" 45.45 11 -2
981 "South America" 45.45 11 -2
981 "Oceania" 45.45 11 -4
981 "Europe" 50 96 4
981 "South America" 46.67 30 -3
981 "North America" 50 20 1
981 "Oceania" 46.67 30 -2
981 "Europe" 49.79 243 -3
981 "Europe" 50 14 2
981 "Europe" 51.09 92 2
981 "Europe" 46.15 13 -2
981 "North America" 44.44 18 -1
981 "Europe" 41.67 12 -2
981 "Europe" 45.45 22 1
981 "Europe" 47.83 23 2
981 "North America" 48.33 120 -2
981 "North America" 43.33 30 1
981 "North America" 47.06 17 2
981 "Europe" 55.56 27 -2
981 "Europe" 45.45 11 -3
981 "Asia" 47.06 17 1
981 "Europe" 47.37 38 -4
981 "North America" 50 12 1
981 "Asia" 50 12 4
981 "North America" 48.84 43 1
981 "Asia" 45.45 11 -1
981 "Europe" 44 25 1
981 "Asia" 50 12 3
981 "Europe" 45 20 -1
981 "Europe" 43.48 23 -2
981 "South America" 52.27 44 -1
981 "Asia" 40 20 -6
981 "North America" 47.37 38 -2
981 "Oceania" 46.15 13 1
981 "South America" 46.15 13 -2
981 "Europe" 41.18 17 -1
981 "North America" 45.83 24 -1
981 "South America" 44.44 18 -1
981 "Asia" 51.61 93 -1
981 "North America" 48.47 163 4
981 "North America" 50 76 -2
981 "Europe" 52.78 36 -1
981 "Europe" 44.44 18 1
981 "South America" 45.45 11 -2
981 "North America" 42.11 19 -4
981 "Europe" 50 10 2
981 "Europe" 47.62 84 -1
981 "Europe" 50 12 -1
981 "Europe" 46.67 15 -2
981 "North America" 48.44 64 -1
981 "Africa" 42.86 14 -5
981 "Europe" 40 30 1
981 "Europe" 47.06 34 -4
981 "North America" 51.52 66 -1
981 "Asia" 50 56 2
981 "Europe" 52.78 36 -1
981 "Europe" 44.19 43 1
981 "South America" 52.38 21 -1
981 "Europe" 51.72 29 -1
981 "Europe" 46.67 15 1
981 "Asia" 37.5 16 1
981 "North America" 45 20 1
981 "Asia" 47.06 17 -3
981 "Asia" 53.33 30 3
981 "Asia" 50 16 3
981 "North America" 52 50 4
981 "North America" 47.83 23 -2
981 "Asia" 48.98 49 -2
981 "Europe" 50 10 3
981 "Europe" 47.06 17 -1
981 "Europe" 53.12 32 -1
981 "Europe" 49.25 201 2
981 "Europe" 40.32 62 1
981 "Europe" 44.44 18 -1
981 "Asia" 50 16 1
981 "Asia" 50 18 2
981 "Europe" 47.06 17 1
981 "Europe" 53.33 15 3
981 "Europe" 48.72 39 -1
981 "Europe" 46.67 15 1
981 "North America" 48.39 93 2
981 "Europe" 53.49 43 1
981 "Europe" 46.67 15 1
981 "Europe" 45.45 11 -2
981 "Europe" 50 14 -2
981 "Europe" 51.16 129 1
981 "Asia" 45.45 22 -2
981 "Asia" 48.78 41 1
981 "Europe" 48.72 39 2
981 "Europe" 45.65 46 -2
981 "North America" 48.31 89 -5
981 "Europe" 44.44 18 -2
981 "North America" 49.68 155 -1
981 "Europe" 48.39 31 2
981 "Europe" 42.86 14 -3
981 "Europe" 45.45 11 -2
981 "North America" 48.1 79 1
981 "Europe" 53.75 80 -1
981 "Europe" 47.37 19 -3
981 "North America" 48.39 31 3
981 "Asia" 54.17 24 6
981 "Africa" 46.67 15 1
981 "Asia" 48.35 91 1
981 "South America" 43.75 16 -3
981 "North America" 45.83 24 1
981 "Europe" 49.01 151 1
981 "North America" 51.58 95 2
981 "Europe" 53.85 65 6
981 "Europe" 53.19 47 -1
981 "Europe" 45 20 2
981 "South America" 46.67 15 -3
981 "Asia" 46.15 39 -3
981 "Asia" 50 16 2
981 "Europe" 47.06 34 -1
981 "Europe" 50.88 114 3
981 "South America" 53.19 47 -1
981 "Europe" 45.45 11 1
981 "Asia" 45.45 11 1
981 "North America" 47.62 21 -2
981 "North America" 49.4 83 -1
981 "North America" 42.86 21 -4
981 "Europe" 45.16 31 -4
981 "Europe" 45.45 11 -3
981 "Europe" 50 12 1
981 "Asia" 47.17 53 3
981 "Europe" 50 10 2
981 "Europe" 44.44 18 -2
981 "Europe" 54.29 35 1
981 "Asia" 48.25 114 -2
981 "Europe" 51.79 56 -2
981 "Europe" 50 16 4
981 "Europe" 42.86 28 -1
981 "North America" 54.55 22 -1
981 "North America" 50 40 -3
981 "Europe" 44 25 -1
981 "North America" 47.62 21 -1
981 "Europe" 49.06 53 -3
980 "Europe" 50 30 -1
980 "Europe" 46.15 13 2
980 "North America" 44 25 2
980 "Europe" 47.37 19 1
980 "Oceania" 53.85 13 4
980 "Europe" 49.23 65 1
980 "North America" 46.15 26 -1
980 "Europe" 45.45 11 1
980 "Europe" 48 25 1
980 "Asia" 44 25 -5
980 "North America" 49.06 53 -1
980 "Oceania" 42.42 33 -1
980 "North America" 50 54 3
980 "Europe" 51.47 68 1
980 "Europe" 46.67 15 -1
980 "Europe" 50 22 3
980 "Asia" 49.57 117 2
980 "South America" 45.45 11 -2
980 "Europe" 48.39 31 -1
980 "Europe" 48.28 58 -3
980 "Europe" 47.83 23 -2
980 "Asia" 50 30 3
980 "Europe" 45.45 11 -2
980 "Europe" 48 25 1
980 "Europe" 46.15 13 1
980 "North America" 46.88 32 -3
980 "Europe" 48.72 39 -1
980 "Europe" 52.78 36 5
980 "Europe" 52.17 23 2
980 "Asia" 50.26 189 -2
980 "North America" 48.33 60 -1
980 "North America" 50.56 89 1
980 "Asia" 51.85 54 -2
980 "Europe" 44.83 29 -4
980 "Oceania" 47.83 23 -3
980 "North America" 49.74 189 2
980 "North America" 46.77 62 -2
980 "Oceania" 50 20 1
980 "Asia" 46.88 32 -2
980 "North America" 47.06 17 -3
980 "North America" 56.06 66 -2
980 "Asia" 50 44 3
980 "North America" 50 22 1
980 "North America" 52.63 19 3
980 "North America" 50 60 -1
980 "South America" 48.08 52 -1
980 "South America" 49.21 63 1
980 "Europe" 45.71 35 1
980 "Asia" 50.51 295 1
980 "Europe" 51.05 143 -1
980 "South America" 50 12 2
980 "South America" 46.43 28 -2
980 "Europe" 46.67 15 -4
980 "Asia" 50 16 2
980 "Asia" 50 50 2
980 "Africa" 45.45 22 -1
980 "Europe" 42.86 28 -1
980 "Asia" 47.06 17 -1
980 "Europe" 50 22 -1
980 "Europe" 50 10 2
980 "Europe" 50 20 1
980 "North America" 47.54 61 -4
980 "Europe" 42.11 19 -2
980 "Europe" 52.08 48 3
980 "Asia" 46.15 13 -2
980 "Europe" 51.85 27 3
980 "Europe" 45.45 11 -2
980 "Asia" 42.86 21 -4
980 "Asia" 45.45 11 -1
980 "North America" 39.13 23 1
980 "North America" 50.6 83 4
980 "Europe" 48.98 49 -2
980 "Oceania" 47.06 17 -5
980 "Asia" 44.44 18 -2
980 "Oceania" 48.78 41 -1
980 "Asia" 41.67 24 -1
980 "Europe" 46.15 26 3
980 "Europe" 50.3 330 6
980 "North America" 42.86 14 -5
980 "Europe" 46.67 15 -2
980 "Europe" 50 30 1
980 "Asia" 49.23 65 -1
980 "Europe" 44.44 18 -3
980 "Europe" 44 25 1
980 "Europe" 46.15 13 -1
980 "Europe" 51.22 41 -4
980 "Europe" 50 12 -1
980 "Asia" 50 16 1
980 "South America" 44 25 1
980 "North America" 50 76 -1
980 "Asia" 55.88 34 3
980 "North America" 51.43 35 -1
980 "Europe" 50 10 2
980 "Europe" 44.68 47 1
980 "Europe" 47.37 19 1
980 "Europe" 48.67 113 -1
980 "Europe" 50 10 3
980 "Europe" 51.72 58 -2
980 "Europe" 46.15 13 1
980 "Asia" 46.67 15 1
980 "Europe" 49.06 53 3
980 "South America" 46.43 28 2
980 "Europe" 50.48 105 2
980 "Europe" 53.49 43 3
980 "Asia" 47.17 53 3
980 "Europe" 50 16 3
980 "North America" 50.23 219 5
980 "Oceania" 50 12 3
980 "Asia" 46.15 39 1
980 "Europe" 54.05 37 -3
980 "North America" 45.45 11 -2
980 "North America" 51.85 81 -1
980 "Europe" 50 20 1
980 "Europe" 50 78 -1
980 "Europe" 50 10 2
980 "Asia" 50 12 2
980 "North America" 47.37 19 -2
980 "Asia" 45.83 24 2
980 "Asia" 53.85 26 6
980 "Asia" 47.62 21 -2
980 "North America" 50 12 2
980 "Europe" 45.83 72 -2
980 "North America" 44.44 27 1
980 "Asia" 51.43 35 5
980 "South America" 42.86 28 -4
980 "Europe" 50 28 -2
980 "Asia" 45.45 11 -3
980 "Europe" 47.62 21 -2
980 "Europe" 46.15 13 4
980 "Europe" 55 40 1
980 "Europe" 46.15 13 -2
980 "South America" 50.54 93 -3
980 "Europe" 47.83 23 -2
979 "Europe" 52.11 71 1
979 "Europe" 50.49 103 5
979 "North America" 46.15 13 1
979 "Asia" 42.42 33 -3
979 "North America" 49.72 181 1
979 "North America" 48 25 4
979 "Europe" 45.45 11 -2
979 "Europe" 44.44 18 -4
979 "Europe" 50 28 -1
979 "Europe" 50 62 -2
979 "Europe" 49.37 79 -2
979 "Asia" 46.67 15 3
979 "Europe" 45.45 11 -2
979 "Asia" 51.85 27 -1
979 "North America" 50 10 -1
979 "North America" 43.75 16 -4
979 "Oceania" 45.45 44 4
979 "South America" 49.25 67 2
979 "Europe" 46.15 13 -1
979 "Europe" 49.46 93 2
979 "North America" 46.67 15 1
979 "Europe" 48.89 45 -1
979 "North America" 50 44 -1
979 "Asia" 48.81 84 -1
979 "North America" 50 62 -1
979 "North America" 45.45 11 -1
979 "Oceania" 43.48 23 -2
979 "Europe" 52.27 44 2
979 "Europe" 47.5 40 1
979 "North America" 45.45 11 -2
979 "North America" 57.45 47 4
979 "Asia" 48.35 91 -2
979 "North America" 52.63 19 -1
979 "Asia" 50.5 303 -2
979 "North America" 50.77 65 1
979 "Europe" 50.36 139 1
979 "Oceania" 45.95 37 -3
979 "Europe" 45.45 11 -3
979 "Oceania" 45.45 11 1
979 "North America" 47.62 21 1
